@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
786,'2021/06/23 01:40:42:684',4,0,0,0.01635,0.057847,0.044183,0.023716,0.032691,0.04149,0.023081,0.011299,0.014103,0.039702,0.027699,0.050892,0.062099,0.034705,0.033248,0.036324,0.043203,0.03111,0.032061,0.032741,0.025658,0.018762,0.017841,0,0.15,1,0,0
787,'2021/06/23 01:40:42:717',4,0,0,0.017145,0.059324,0.037003,0.023461,0.032897,0.043154,0.03492,0.012856,0.011322,0.017306,0.032564,0.038735,0.020029,0.030518,0.031404,0.053517,0.039222,0.036797,0.027203,0.032946,0.02843,0.022022,0.019221,0,0.15,1,0,0
788,'2021/06/23 01:40:42:750',4,0,0,0.063425,0.129541,0.049796,0.096196,0.876084,1.454424,0.298988,0.135284,0.133117,0.090481,0.09574,0.330666,0.139422,0.097398,0.111261,0.237458,0.092477,0.096705,0.063842,0.068325,0.055798,0.049611,0.034528,0,0.15,1,0,0
789,'2021/06/23 01:40:42:783',4,0,0,0.21228,0.417847,0.449893,0.591032,2.224592,4.026803,1.064841,0.541932,0.410165,0.372427,0.264299,0.608333,0.489532,0.309564,0.500123,0.597721,0.216837,0.209658,0.244195,0.243553,0.256267,0.26668,0.243632,0,0.15,1,0,0
790,'2021/06/23 01:40:42:815',4,0,0,0.263547,0.593282,0.692391,1.283267,4.631243,9.893051,2.746395,1.604912,1.413595,1.052955,0.691782,1.099911,0.923648,0.895102,1.094446,0.973671,0.63434,0.759079,0.715539,0.5525,0.582997,0.588116,0.590245,0,0.15,1,0,0
791,'2021/06/23 01:40:42:850',4,0,0,0.972484,1.591984,2.826107,2.003341,7.082222,15.017737,3.891752,1.79536,1.10945,0.858597,0.816543,1.625128,0.909052,1.07004,1.052719,1.222403,0.477189,0.585879,0.700701,0.48903,0.440464,0.463313,0.453452,0,0.15,1,0,0
792,'2021/06/23 01:40:42:881',4,0,0,0.944171,2.111941,2.46662,2.065473,9.781864,21.099623,6.20127,3.456367,3.412523,2.639823,1.885831,2.114156,1.200037,2.007915,1.606393,1.948482,1.524151,1.518316,1.149985,1.36932,1.366524,1.306007,1.246266,0,0.15,1,0,0
793,'2021/06/23 01:40:42:915',4,0,0,1.391365,1.821456,3.301127,3.221074,11.395796,20.522388,4.987674,2.436955,1.551707,1.136535,0.977042,1.457703,1.291231,1.421011,1.551429,1.603538,0.683192,0.684852,0.729292,0.647766,0.684343,0.667398,0.598634,0,0.15,1,0,0
794,'2021/06/23 01:40:42:949',4,0,0,1.304101,1.954846,2.500876,3.340681,10.652422,21.686234,5.303927,2.630745,1.734933,1.383049,1.495438,1.217008,1.010727,1.559391,1.649994,1.646695,1.001428,1.001735,0.869458,0.752181,0.858442,0.898364,0.727587,0,0.15,1,0,0
795,'2021/06/23 01:40:42:984',4,0,0,0.41861,1.401992,2.164381,1.746343,8.882811,19.833687,5.469715,3.219538,2.867379,2.267225,1.952959,2.200734,1.517603,1.798264,1.800987,1.907498,1.447542,1.429713,1.414159,1.428572,1.34689,1.373909,1.269393,0,0.15,1,0,0
796,'2021/06/23 01:40:43:016',4,0,0,0.282954,0.511959,1.775067,0.877001,9.436211,18.309219,5.005322,2.856719,2.330294,2.017316,1.597363,1.82944,1.539906,1.672673,1.527373,2.145806,1.528679,1.425834,1.408766,1.165596,1.320122,1.291604,1.208561,0,0.15,1,0,0
797,'2021/06/23 01:40:43:048',4,0,0,0.838172,1.431233,1.791493,1.671202,7.256582,14.89876,4.172171,2.426191,2.11935,1.760404,1.180134,1.685289,1.340635,1.055762,1.024591,1.63884,1.475921,1.076145,1.157169,1.225167,1.135783,1.13203,1.087815,0,0.15,1,0,0
798,'2021/06/23 01:40:43:082',4,0,0,0.944326,1.611769,2.084756,2.513783,7.28887,14.720766,3.586518,1.763682,1.271218,1.060723,0.987833,1.237162,0.919383,0.914822,1.013078,1.012506,0.633165,0.665335,0.605522,0.618924,0.565937,0.563133,0.522756,0,0.15,1,0,0
799,'2021/06/23 01:40:43:114',4,0,0,0.927997,1.72856,1.155719,1.416831,5.816063,12.707849,3.147028,1.444374,1.253201,0.856133,0.76124,1.179244,0.708886,0.616908,0.487096,0.853469,0.61694,0.531395,0.514737,0.408463,0.385673,0.359072,0.393274,0,0.15,1,0,0
800,'2021/06/23 01:40:43:151',4,0,0,0.981326,1.663013,1.959332,1.002937,4.969512,10.089867,2.546664,1.208964,0.993519,0.85794,0.685503,0.560899,0.643215,0.702871,0.55008,0.683445,0.436574,0.453341,0.332905,0.371024,0.293187,0.344322,0.319482,0,0.15,1,0,0
801,'2021/06/23 01:40:43:182',4,0,0,0.306486,0.762676,1.13825,0.68613,3.843958,8.430396,2.377128,1.350448,1.159989,0.960655,0.776933,0.924005,0.679856,0.848536,0.756115,0.981664,0.901364,0.688938,0.617211,0.70992,0.699692,0.658722,0.600638,0,0.15,1,0,0
802,'2021/06/23 01:40:43:217',4,0,0,0.314442,0.728315,0.858041,1.089632,3.026381,7.359926,2.066055,1.188501,1.081433,0.824472,0.729201,0.730274,0.714406,0.639912,0.532338,0.582154,0.403453,0.49932,0.53511,0.441814,0.432881,0.358262,0.393422,0,0.15,1,0,0
803,'2021/06/23 01:40:43:252',4,0,0,0.451617,0.906678,0.726011,0.693341,3.027296,6.024474,1.699051,0.710912,0.579989,0.521362,0.309671,0.229507,0.322262,0.416258,0.359145,0.491632,0.323805,0.274882,0.186619,0.136765,0.129514,0.155508,0.129411,0,0.15,1,0,0
804,'2021/06/23 01:40:43:284',4,0,0,0.211145,0.534317,0.415104,0.628988,2.465108,4.587812,1.252833,0.727669,0.626436,0.461371,0.453242,0.605779,0.376162,0.414229,0.442422,0.457267,0.395612,0.332194,0.323669,0.332474,0.327128,0.295592,0.301339,0,0.15,1,0,0
805,'2021/06/23 01:40:43:319',4,0,0,0.175122,0.447206,0.476997,0.507259,1.758339,3.78804,1.292527,0.717739,0.693578,0.516692,0.360354,0.4756,0.421936,0.351421,0.427444,0.372926,0.22719,0.291754,0.272113,0.249932,0.301579,0.281371,0.275301,0,0.15,1,0,0
806,'2021/06/23 01:40:43:349',4,0,0,0.274069,0.516204,0.64956,0.428526,1.585285,3.217395,0.865065,0.461877,0.410131,0.230981,0.178545,0.220877,0.187874,0.21855,0.196475,0.246596,0.130242,0.154094,0.109722,0.103876,0.14377,0.130627,0.142381,0,0.15,1,0,0
807,'2021/06/23 01:40:43:381',4,0,0,0.025837,0.254904,0.357938,0.235681,1.223796,2.573533,0.732508,0.38265,0.437776,0.23779,0.274373,0.322278,0.321116,0.29233,0.221295,0.186026,0.215717,0.192334,0.186554,0.203454,0.169104,0.180257,0.153464,0,0.15,1,0,0
808,'2021/06/23 01:40:43:416',4,0,0,0.029404,0.196147,0.225199,0.334606,1.053064,2.44647,0.77115,0.389254,0.349822,0.285643,0.251414,0.281557,0.185029,0.273285,0.293617,0.244194,0.185703,0.179228,0.182969,0.177106,0.160234,0.148421,0.154249,0,0.15,1,0,0
809,'2021/06/23 01:40:43:449',4,0,0,0.086253,0.189144,0.258079,0.423724,0.91266,1.973989,0.525449,0.223326,0.231162,0.197033,0.151562,0.169972,0.134675,0.195708,0.172105,0.162605,0.13445,0.099546,0.105726,0.11482,0.115342,0.115655,0.098357,0,0.15,1,0,0
810,'2021/06/23 01:40:43:481',4,0,0,0.054013,0.194249,0.196284,0.13916,0.797786,1.509467,0.515636,0.260198,0.268794,0.240342,0.203066,0.191068,0.190075,0.131337,0.187578,0.205807,0.161649,0.133028,0.121701,0.124489,0.112876,0.093498,0.107532,0,0.15,1,0,0
811,'2021/06/23 01:40:43:515',4,0,0,0.053345,0.1572,0.179375,0.182338,0.830221,1.615848,0.410109,0.251626,0.197745,0.152514,0.11227,0.164732,0.188927,0.113119,0.116555,0.081365,0.102854,0.070612,0.072726,0.090876,0.091293,0.099268,0.07788,0,0.15,1,0,0
812,'2021/06/23 01:40:43:547',4,0,0,0.073115,0.189502,0.192668,0.124044,0.479627,1.136497,0.383287,0.232805,0.212081,0.14614,0.120111,0.160572,0.130642,0.169904,0.142313,0.156048,0.105585,0.12916,0.117312,0.111461,0.093861,0.112859,0.097354,0,0.15,1,0,0
813,'2021/06/23 01:40:43:579',4,0,0,0.092453,0.244973,0.148186,0.083179,0.565093,1.12606,0.283617,0.138188,0.080977,0.048779,0.085947,0.113339,0.059719,0.120999,0.102691,0.09695,0.118317,0.089958,0.110463,0.098165,0.078262,0.073348,0.05985,0,0.15,1,0,0
814,'2021/06/23 01:40:43:614',4,0,0,0.077227,0.150071,0.076086,0.140636,0.436901,0.864356,0.191907,0.08002,0.100089,0.070067,0.067426,0.096668,0.107063,0.050903,0.103243,0.085836,0.074354,0.060774,0.054756,0.037041,0.047393,0.042531,0.032941,0,0.15,1,0,0
815,'2021/06/23 01:40:43:648',4,0,0,0.055644,0.114359,0.090519,0.063806,0.338674,0.712625,0.209092,0.097277,0.09869,0.081717,0.058669,0.101118,0.079629,0.06595,0.062685,0.077162,0.097219,0.072199,0.059888,0.064583,0.064003,0.054926,0.042357,0,0.15,1,0,0
816,'2021/06/23 01:40:43:683',4,0,0,0.07561,0.16077,0.060464,0.116978,0.346788,0.601618,0.140624,0.069951,0.065772,0.051366,0.061098,0.090768,0.088946,0.074187,0.071011,0.074809,0.061212,0.062946,0.047426,0.05036,0.058883,0.035768,0.031214,0,0.15,1,0,0
817,'2021/06/23 01:40:43:716',4,0,0,0.03667,0.123843,0.09937,0.01262,0.288542,0.500227,0.088824,0.054072,0.047763,0.036076,0.058353,0.095919,0.057018,0.045803,0.066983,0.093885,0.06824,0.062726,0.043345,0.044686,0.037062,0.043037,0.035187,0,0.15,1,0,0
818,'2021/06/23 01:40:43:751',4,0,0,0.056716,0.113183,0.08585,0.090127,0.209877,0.513036,0.140075,0.067482,0.062335,0.049369,0.06702,0.054226,0.041199,0.065015,0.044608,0.080753,0.047199,0.033581,0.047829,0.034906,0.024599,0.02537,0.025999,0,0.15,1,0,0
819,'2021/06/23 01:40:43:781',4,0,0,0.012796,0.052967,0.058679,0.064409,0.056601,0.075375,0.05748,0.022742,0.029346,0.031717,0.051045,0.054146,0.037787,0.049025,0.05209,0.069134,0.040771,0.031595,0.042712,0.03692,0.035802,0.027556,0.019301,0,0.15,1,0,0
820,'2021/06/23 01:40:43:815',4,0,0,0.040311,0.370327,0.351464,0.027306,0.107161,0.150951,0.081269,0.048568,0.047386,0.033094,0.025877,0.02686,0.034915,0.039298,0.064046,0.081437,0.049349,0.044343,0.028129,0.029753,0.028042,0.02043,0.019984,0,0.15,1,0,0
821,'2021/06/23 01:40:43:848',4,0,0,0.074748,0.245988,0.18328,0.063933,0.035616,0.037758,0.050771,0.041683,0.030946,0.028617,0.046931,0.073408,0.052769,0.058231,0.064048,0.056674,0.031221,0.04473,0.032527,0.028726,0.030006,0.030932,0.018838,0,0.15,1,0,0
822,'2021/06/23 01:40:43:880',4,0,0,0.053055,0.338334,0.432333,0.109961,0.09236,0.170119,0.099978,0.049781,0.064716,0.04122,0.049841,0.058318,0.070533,0.054616,0.051017,0.043352,0.041205,0.033165,0.03494,0.029146,0.027509,0.023885,0.023453,0,0.15,1,0,0
823,'2021/06/23 01:40:43:915',4,0,0,0.02963,0.290402,0.329743,0.111429,0.092599,0.128238,0.082294,0.038245,0.03262,0.063018,0.051991,0.087005,0.039388,0.052111,0.058197,0.065944,0.060981,0.039098,0.044916,0.029476,0.033199,0.024622,0.016363,0,0.15,1,0,0
824,'2021/06/23 01:40:43:947',4,0,0,0.050359,0.230563,0.119609,0.073189,0.126228,0.182612,0.053214,0.034058,0.054275,0.038252,0.050778,0.053494,0.054124,0.052859,0.057921,0.068998,0.039327,0.042897,0.04837,0.034567,0.027842,0.023916,0.020319,0,0.15,1,0,0
825,'2021/06/23 01:40:43:981',4,0,0,0.00834,0.071217,0.10083,0.030928,0.121929,0.071138,0.047879,0.024931,0.032509,0.029784,0.04048,0.038975,0.056882,0.043855,0.040452,0.04527,0.034384,0.035678,0.03734,0.032803,0.020793,0.017092,0.014418,0,0.15,1,0,0
826,'2021/06/23 01:40:44:013',4,0,0,0.003901,0.088675,0.073406,0.030303,0.036333,0.107929,0.052425,0.041278,0.032072,0.044736,0.038651,0.030545,0.029828,0.042907,0.049506,0.043485,0.031709,0.032778,0.028965,0.024901,0.023446,0.01712,0.014336,0,0.15,1,0,0
827,'2021/06/23 01:40:44:049',4,0,0,0.007869,0.116885,0.081168,0.039281,0.037872,0.03051,0.036785,0.020501,0.021748,0.032775,0.024108,0.035548,0.040756,0.031637,0.031358,0.036327,0.042332,0.037678,0.025598,0.027633,0.016451,0.015204,0.013098,0,0.15,1,0,0
828,'2021/06/23 01:40:44:081',4,0,0,0.011808,0.086835,0.064103,0.03135,0.026702,0.030527,0.037732,0.009836,0.016371,0.019666,0.027746,0.034196,0.023019,0.027827,0.033316,0.039034,0.029544,0.031954,0.027597,0.018336,0.014133,0.015386,0.013411,0,0.15,1,0,0
829,'2021/06/23 01:40:44:114',4,0,0,0.013174,0.05915,0.048201,0.028694,0.057527,0.158598,0.121112,0.059178,0.083102,0.065884,0.072814,0.085938,0.057971,0.045627,0.066718,0.044901,0.045357,0.048959,0.031601,0.019236,0.02113,0.021583,0.018491,0,0.15,1,0,0
830,'2021/06/23 01:40:44:152',4,0,0,2.08183,4.501322,5.614596,8.682658,30.800379,48.918324,14.527662,8.924899,17.029224,10.327672,4.919311,27.421257,12.700476,5.898278,7.283862,5.952322,6.600224,5.277452,5.022254,4.090326,4.651144,3.757567,3.525634,0,0.15,1,0,0
831,'2021/06/23 01:40:44:187',4,0,0,0.676757,3.828069,10.073105,8.44551,56.474678,85.826843,22.440023,12.396044,21.607601,13.638212,4.781936,42.560066,22.851122,10.778964,10.994487,11.408806,11.982798,9.287531,9.202971,10.282941,9.41258,8.086636,7.608391,0,0.15,1,0,0
832,'2021/06/23 01:40:44:221',4,0,0,2.805203,4.771846,6.332369,8.736411,40.673355,84.667458,23.218945,12.946743,19.966753,14.795323,11.965656,27.661301,4.694073,2.849262,3.504506,4.23464,6.023186,4.632618,6.042557,3.709226,3.128413,3.546211,3.044669,0,0.15,1,0,0
833,'2021/06/23 01:40:44:253',4,0,0,7.111234,11.374553,14.300064,13.061399,47.516365,88.576096,21.160839,10.289758,17.047165,10.696644,6.050144,17.995813,6.934098,4.361927,4.317839,4.911442,5.466517,3.701734,3.005361,2.43503,2.062207,1.817716,1.72584,0,0.15,1,0,0
834,'2021/06/23 01:40:44:286',4,0,0,7.239287,11.67265,11.222436,13.469396,47.681625,90.369049,22.53861,10.811048,19.06426,10.72191,4.978606,13.446342,5.099427,3.767091,2.76961,3.240775,3.933527,3.759148,3.900363,2.158223,2.125735,1.956142,1.892627,0,0.15,1,0,0
835,'2021/06/23 01:40:44:319',4,0,0,1.723248,4.320097,6.216069,8.576502,37.130096,86.283096,24.952515,13.556787,17.340179,12.797126,6.706612,7.001279,8.348299,6.370692,7.271103,7.879119,7.768347,6.85716,6.31298,6.170008,6.128287,5.928688,5.5977,0,0.15,1,0,0
836,'2021/06/23 01:40:44:351',4,0,0,5.609034,10.689468,13.289037,10.652738,40.937073,80.185715,20.787504,9.950369,15.937689,9.674639,4.74959,7.967863,4.575142,3.063064,4.063633,3.784042,3.442519,3.830288,3.447803,3.229482,3.035761,3.106691,2.885473,0,0.15,1,0,0
837,'2021/06/23 01:40:44:384',4,0,0,5.47468,9.019358,11.953411,10.242126,39.342941,76.942062,17.271709,8.369373,14.096048,9.286653,3.131,7.868731,2.276409,2.118928,1.93371,2.115923,2.895582,1.597881,1.096363,1.095443,1.095196,1.027765,0.901623,0,0.15,1,0,0
838,'2021/06/23 01:40:44:419',4,0,0,3.155339,5.361436,8.067028,7.80318,32.828411,72.645073,18.716312,11.262537,18.880791,12.42287,7.046791,11.784821,3.157992,3.605273,4.36821,4.299314,4.5022,3.588633,3.509121,3.301796,3.381309,3.388564,3.183888,0,0.15,1,0,0
839,'2021/06/23 01:40:44:451',4,0,0,5.197303,9.030431,11.148769,10.889852,36.616146,66.990021,15.444966,7.400122,14.581595,8.83245,2.605318,11.554013,4.238942,2.690258,2.017395,1.401457,1.468027,1.996293,1.792929,1.292706,1.216468,1.204723,1.052938,0,0.15,1,0,0
840,'2021/06/23 01:40:44:485',4,0,0,4.383722,7.593848,9.741285,8.575723,31.681923,62.55484,15.105399,7.226663,14.14257,7.602283,3.058426,11.909725,6.476503,3.783416,3.980155,3.642581,3.322258,2.974847,2.942602,2.545454,2.608505,2.551083,2.40405,0,0.15,1,0,0
841,'2021/06/23 01:40:44:518',4,0,0,0.863629,2.237972,6.341169,5.767543,27.259134,61.830997,17.901955,10.209724,19.206736,11.263247,4.993666,12.001854,7.743864,5.322259,5.694041,5.239975,5.185991,4.718868,4.257102,4.434614,4.359704,4.314882,4.030171,0,0.15,1,0,0
842,'2021/06/23 01:40:44:551',4,0,0,3.094715,5.017288,7.142366,6.330479,26.719307,57.316441,15.635777,7.985849,16.236101,10.091485,6.187331,10.72871,2.496519,2.257552,2.611345,2.489776,2.296324,2.411689,2.36719,2.139965,2.209572,2.275736,2.041235,0,0.15,1,0,0
843,'2021/06/23 01:40:44:585',4,0,0,4.663024,7.890501,8.42308,7.906639,26.603535,51.671368,12.703003,6.039781,12.788027,7.388972,3.259447,8.4489,3.331589,2.030292,2.000204,1.159036,1.052118,0.860739,0.639693,0.615027,0.583843,0.497217,0.413087,0,0.15,1,0,0
844,'2021/06/23 01:40:44:621',4,0,0,2.566314,4.552686,5.758589,6.704684,24.58053,49.34412,12.755335,6.63039,14.121328,6.795354,1.754682,8.608155,5.66144,3.456902,4.175334,3.706382,2.996792,2.977306,2.992167,2.724266,2.752569,2.805864,2.622395,0,0.15,1,0,0
845,'2021/06/23 01:40:44:650',4,0,0,3.720989,6.567518,7.845773,6.245631,23.751083,45.544403,9.739805,4.721399,10.89813,5.839122,2.634425,6.160807,2.247395,0.952198,1.174834,0.920299,0.87569,0.649812,0.679586,0.459978,0.349891,0.345646,0.376662,0,0.15,1,0,0
846,'2021/06/23 01:40:44:685',4,0,0,3.187582,5.196036,7.361605,6.35842,22.566975,41.193447,10.167133,5.055856,11.091147,5.709179,2.369493,4.280868,1.402755,1.046311,0.888244,0.741554,0.918714,0.682487,0.6532,0.575799,0.531082,0.521329,0.468336,0,0.15,1,0,0
847,'2021/06/23 01:40:44:717',4,0,0,2.702236,4.474573,5.01683,4.890396,20.107269,38.949017,8.890924,4.136939,8.918207,5.778841,2.497221,3.489725,1.542701,1.253978,1.350438,1.034267,1.089588,0.993009,0.765074,0.85341,0.82746,0.813058,0.81741,0,0.15,1,0,0
848,'2021/06/23 01:40:44:750',4,0,0,2.803856,4.366573,5.960804,5.500149,18.528017,36.546646,8.383781,4.098281,9.067285,4.997672,1.997303,3.665077,1.459741,1.044399,1.080206,0.947802,0.724597,0.621522,0.463968,0.366734,0.254027,0.23498,0.213207,0,0.15,1,0,0
849,'2021/06/23 01:40:44:786',4,0,0,1.777494,2.900936,4.096914,3.029491,16.96998,35.531387,9.502121,5.15998,8.938093,6.333291,3.583213,3.122966,1.846087,2.019371,2.235694,2.159726,1.876867,1.951066,1.712536,1.689616,1.675139,1.721615,1.635918,0,0.15,1,0,0
850,'2021/06/23 01:40:44:816',4,0,0,0.785541,2.140374,2.531266,3.338675,15.170095,34.118271,9.812859,5.67196,8.077986,5.972985,2.732094,3.855887,3.866141,3.265699,3.284827,3.052503,2.967261,2.84643,2.619672,2.361241,2.572866,2.584973,2.512647,0,0.15,1,0,0
851,'2021/06/23 01:40:44:851',4,0,0,2.153724,3.36212,4.360168,4.817624,16.244558,32.065742,8.81339,4.492549,7.712736,4.559948,2.979161,3.261056,2.300545,2.018288,2.221461,1.685152,1.279602,1.546576,1.530728,1.387783,1.452301,1.441299,1.319319,0,0.15,1,0,0
852,'2021/06/23 01:40:44:885',4,0,0,2.218697,3.294738,3.526198,4.76062,15.812668,30.357769,6.545637,3.656465,6.837993,4.094114,2.872944,3.282668,1.520175,1.439661,1.089336,1.23112,0.757269,0.841765,0.834341,0.919183,0.835558,0.858298,0.793199,0,0.15,1,0,0
853,'2021/06/23 01:40:44:917',4,0,0,1.089569,1.918056,2.970247,3.054654,13.202325,29.200121,9.088415,4.676867,6.595959,5.104922,2.818998,3.719409,1.92222,1.449308,2.531735,1.973913,2.251557,1.898337,1.914552,1.73355,1.901373,1.859749,1.737166,0,0.15,1,0,0
854,'2021/06/23 01:40:44:949',4,0,0,2.354689,4.417388,4.237312,3.947841,15.533173,27.828972,7.940484,3.068484,4.776258,2.98619,1.456063,2.503415,1.595613,1.378757,0.971623,0.998262,0.800515,0.767974,0.595777,0.488361,0.335058,0.392245,0.41565,0,0.15,1,0,0
855,'2021/06/23 01:40:44:983',4,0,0,1.050729,2.445837,2.890303,3.086791,12.517174,27.013559,7.396289,4.108184,5.559201,4.010833,2.816096,3.502002,1.972496,1.549995,1.893896,2.010909,1.997184,1.677715,1.67615,1.644804,1.517313,1.525951,1.515687,0,0.15,1,0,0
856,'2021/06/23 01:40:45:020',4,0,0,0.691772,2.166106,3.6479,3.355474,11.489704,25.457535,5.803086,3.652882,5.960885,4.301738,1.734712,2.45607,2.123976,1.815304,2.020458,1.63542,1.452545,1.545086,1.543666,1.353695,1.397102,1.374128,1.326043,0,0.15,1,0,0
857,'2021/06/23 01:40:45:051',4,0,0,1.753499,3.513268,4.107064,2.887673,12.661373,23.287907,6.038082,2.816318,4.345158,2.836772,1.645558,1.724501,1.825553,1.529827,1.519614,1.421962,1.252184,1.012965,0.820381,0.854957,0.868112,0.918527,0.814248,0,0.15,1,0,0
858,'2021/06/23 01:40:45:084',4,0,0,1.143476,2.480768,3.351961,3.017977,10.954243,23.020559,6.703515,3.547653,4.960365,3.482871,1.760999,2.641438,1.937959,1.537079,1.947032,1.561296,1.27118,1.445141,1.373961,1.235088,1.326074,1.295792,1.274379,0,0.15,1,0,0
859,'2021/06/23 01:40:45:120',4,0,0,0.612028,1.29952,1.443096,1.927076,9.215143,21.026335,5.795994,3.297399,4.825394,3.28145,1.903978,2.511067,1.452607,1.265338,1.363555,1.556122,1.68697,1.474761,1.578023,1.481996,1.484136,1.384973,1.345362,0,0.15,1,0,0
860,'2021/06/23 01:40:45:150',4,0,0,1.001087,2.359769,1.683811,2.824131,8.687228,20.526348,5.554234,3.062479,3.909153,2.301608,2.029056,2.008903,1.269413,1.617257,1.535249,1.309955,1.431743,1.339198,1.2685,1.294032,1.304494,1.232673,1.158301,0,0.15,1,0,0
861,'2021/06/23 01:40:45:185',4,0,0,0.24813,1.30746,1.976264,2.316999,8.870593,18.178297,5.345886,2.901618,4.49999,2.950512,1.958426,1.648388,1.536908,1.344799,1.412206,1.271111,1.25794,1.131657,1.226024,1.076572,1.127861,1.130593,1.088592,0,0.15,1,0,0
862,'2021/06/23 01:40:45:217',4,0,0,0.22028,0.935916,0.557073,1.403432,9.254387,18.183958,5.516116,2.880787,4.392144,2.379712,1.954903,2.231746,1.055712,1.105257,1.665456,1.482207,1.280797,1.344506,1.15495,1.137929,1.103072,1.147961,1.04484,0,0.15,1,0,0
863,'2021/06/23 01:40:45:249',4,0,0,0.940111,2.054487,0.666005,1.845514,8.058176,16.236629,4.836535,2.182596,2.790764,2.022177,1.776723,1.643461,1.045846,0.971728,1.132215,1.285493,1.020702,0.937364,1.020226,1.032664,0.961623,0.938621,0.880197,0,0.15,1,0,0
864,'2021/06/23 01:40:45:284',4,0,0,0.331614,0.717315,2.042803,1.070845,6.36972,13.669948,3.915043,2.396901,3.592299,2.709055,0.947984,1.570648,1.855149,1.107044,1.136041,1.010609,0.874991,0.91902,0.747836,0.813554,0.989994,0.880693,0.859155,0,0.15,1,0,0
865,'2021/06/23 01:40:45:316',4,0,0,0.586327,0.878449,1.240908,1.610487,5.155322,10.447317,2.95926,1.552517,2.797296,1.596663,0.813345,1.147275,0.727057,0.673219,0.838828,0.709434,0.549553,0.393766,0.587607,0.496554,0.4374,0.428652,0.42064,0,0.15,1,0,0
866,'2021/06/23 01:40:45:351',4,0,0,0.500075,0.763128,0.947941,1.300377,4.0895,8.25415,1.813811,0.681944,1.442225,1.136362,0.623371,0.666981,0.524918,0.369855,0.472161,0.434017,0.340009,0.232096,0.216041,0.198687,0.164773,0.131892,0.092873,0,0.15,1,0,0
867,'2021/06/23 01:40:45:382',4,0,0,0.263633,0.735766,0.502516,0.484446,1.836604,4.242069,0.562886,0.552285,0.778204,0.643688,0.454004,0.454487,0.357366,0.475877,0.544023,0.463277,0.324906,0.283304,0.204327,0.250413,0.21343,0.224377,0.237208,0,0.15,1,0,0
868,'2021/06/23 01:40:45:417',4,0,0,0.102805,0.376981,0.410205,0.198342,0.550602,0.997894,0.311606,0.267078,0.334185,0.345913,0.257667,0.299311,0.24943,0.270039,0.261258,0.197423,0.183225,0.163799,0.134366,0.114661,0.100371,0.116943,0.085738,0,0.15,1,0,0
869,'2021/06/23 01:40:45:450',4,0,0,0.015297,0.115352,0.099965,0.156947,0.095219,0.358125,0.156533,0.045603,0.129205,0.115417,0.131488,0.125776,0.125112,0.102721,0.140358,0.151308,0.121899,0.114759,0.091851,0.060881,0.044386,0.039963,0.037176,0,0.15,1,0,0
870,'2021/06/23 01:40:45:482',4,0,0,0.03501,0.194172,0.144567,0.07076,0.075765,0.106769,0.048778,0.018765,0.037633,0.073556,0.0603,0.109613,0.069116,0.054278,0.077169,0.087524,0.08027,0.054956,0.048304,0.035249,0.034678,0.027546,0.019527,0,0.15,1,0,0
871,'2021/06/23 01:40:45:518',4,0,0,0.037634,0.115255,0.041844,0.083433,0.05569,0.101991,0.07748,0.046046,0.036792,0.076988,0.052928,0.061827,0.078862,0.047573,0.06759,0.080358,0.058683,0.050121,0.046571,0.041896,0.031619,0.027583,0.016862,0,0.15,1,0,0
872,'2021/06/23 01:40:45:550',4,0,0,0.03641,0.105046,0.091814,0.005443,0.026027,0.075975,0.036888,0.027896,0.051814,0.063885,0.092701,0.075415,0.048287,0.061304,0.065832,0.073875,0.051557,0.064684,0.049656,0.049067,0.03153,0.030063,0.024146,0,0.15,1,0,0
873,'2021/06/23 01:40:45:590',4,0,0,8.533622,12.384364,16.887133,10.53758,65.196823,132.632156,15.982983,8.280744,15.508959,10.045015,20.227949,152.715363,45.625042,11.143571,10.175665,38.637047,18.740046,17.943388,18.190266,12.406157,9.779264,8.568243,6.966151,0,0.15,1,0,0
874,'2021/06/23 01:40:45:624',4,0,0,1.634529,6.725844,12.757694,14.211695,70.411316,136.964584,41.42638,21.650469,29.213306,19.12871,21.185305,157.721085,68.505882,25.793013,28.008053,59.640129,32.014225,33.43837,22.861984,19.801661,19.83247,18.407469,17.189411,0,0.15,1,0,0
